,Date/Time,Lat,Lon,Base,Time,Label,Date,Timestamp
19,6/29/2014 0:29:00,40.7403,-74.0058,B02512,0,NYC Pride,6/29/2014,0:29:00
20,6/29/2014 0:32:00,40.7364,-74.0084,B02512,0,NYC Pride,6/29/2014,0:32:00
21,6/29/2014 0:32:00,40.7643,-73.987,B02512,0,NYC Pride,6/29/2014,0:32:00
22,6/29/2014 0:33:00,40.7419,-74.0077,B02512,0,NYC Pride,6/29/2014,0:33:00
23,6/29/2014 0:34:00,40.7263,-73.9891,B02512,0,NYC Pride,6/29/2014,0:34:00
24,6/29/2014 0:35:00,40.6766,-73.9594,B02512,0,NYC Pride,6/29/2014,0:35:00
25,6/29/2014 0:41:00,40.7367,-73.9543,B02512,0,NYC Pride,6/29/2014,0:41:00
26,6/29/2014 0:44:00,40.7187,-73.9945,B02512,0,NYC Pride,6/29/2014,0:44:00
27,6/29/2014 0:49:00,40.7189,-73.9888,B02512,0,NYC Pride,6/29/2014,0:49:00
28,6/29/2014 0:51:00,40.7581,-73.9624,B02512,0,NYC Pride,6/29/2014,0:51:00
29,6/29/2014 0:51:00,40.679,-74.011,B02512,0,NYC Pride,6/29/2014,0:51:00
30,6/29/2014 0:51:00,40.7461,-73.9882,B02512,0,NYC Pride,6/29/2014,0:51:00
31,6/29/2014 0:52:00,40.7404,-74.0079,B02512,0,NYC Pride,6/29/2014,0:52:00
32,6/29/2014 0:53:00,40.7204,-73.9872,B02512,0,NYC Pride,6/29/2014,0:53:00
33,6/29/2014 0:54:00,40.7026,-73.9268,B02512,0,NYC Pride,6/29/2014,0:54:00
34,6/29/2014 0:55:00,40.1301,-74.0431,B02512,0,NYC Pride,6/29/2014,0:55:00
35,6/29/2014 0:55:00,40.7344,-74.0022,B02512,0,NYC Pride,6/29/2014,0:55:00
36,6/29/2014 0:55:00,40.7296,-73.9881,B02512,0,NYC Pride,6/29/2014,0:55:00
37,6/29/2014 0:56:00,40.7454,-73.9768,B02512,0,NYC Pride,6/29/2014,0:56:00
38,6/29/2014 0:58:00,40.744,-74.0068,B02512,0,NYC Pride,6/29/2014,0:58:00
39,6/29/2014 1:05:00,40.7406,-74.0078,B02512,1,NYC Pride,6/29/2014,1:05:00
40,6/29/2014 1:08:00,40.6874,-73.9547,B02512,1,NYC Pride,6/29/2014,1:08:00
41,6/29/2014 1:14:00,40.7383,-74.0093,B02512,1,NYC Pride,6/29/2014,1:14:00
42,6/29/2014 1:14:00,40.7213,-74.0043,B02512,1,NYC Pride,6/29/2014,1:14:00
43,6/29/2014 1:16:00,40.1097,-74.035,B02512,1,NYC Pride,6/29/2014,1:16:00
44,6/29/2014 1:23:00,40.7414,-73.9932,B02512,1,NYC Pride,6/29/2014,1:23:00
45,6/29/2014 1:25:00,40.7609,-73.9859,B02512,1,NYC Pride,6/29/2014,1:25:00
46,6/29/2014 1:27:00,40.75,-74.0025,B02512,1,NYC Pride,6/29/2014,1:27:00
47,6/29/2014 1:28:00,40.7565,-73.9665,B02512,1,NYC Pride,6/29/2014,1:28:00
48,6/29/2014 1:33:00,40.7137,-73.994,B02512,1,NYC Pride,6/29/2014,1:33:00
49,6/29/2014 1:33:00,40.7297,-73.9897,B02512,1,NYC Pride,6/29/2014,1:33:00
50,6/29/2014 1:34:00,40.7395,-74.0021,B02512,1,NYC Pride,6/29/2014,1:34:00
51,6/29/2014 1:42:00,40.7562,-73.9894,B02512,1,NYC Pride,6/29/2014,1:42:00
52,6/29/2014 1:45:00,40.7376,-74.0046,B02512,1,NYC Pride,6/29/2014,1:45:00
53,6/29/2014 1:45:00,40.7351,-73.9855,B02512,1,NYC Pride,6/29/2014,1:45:00
54,6/29/2014 1:46:00,40.751,-73.99,B02512,1,NYC Pride,6/29/2014,1:46:00
55,6/29/2014 1:48:00,40.7158,-73.9643,B02512,1,NYC Pride,6/29/2014,1:48:00
56,6/29/2014 1:48:00,40.7253,-73.9839,B02512,1,NYC Pride,6/29/2014,1:48:00
57,6/29/2014 1:50:00,40.7234,-73.9903,B02512,1,NYC Pride,6/29/2014,1:50:00
58,6/29/2014 1:52:00,40.7372,-73.9969,B02512,1,NYC Pride,6/29/2014,1:52:00
59,6/29/2014 1:53:00,40.7388,-74.0051,B02512,1,NYC Pride,6/29/2014,1:53:00
60,6/29/2014 1:56:00,40.7506,-74.002,B02512,1,NYC Pride,6/29/2014,1:56:00
61,6/29/2014 1:56:00,40.7602,-73.9629,B02512,1,NYC Pride,6/29/2014,1:56:00
62,6/29/2014 1:59:00,40.7198,-73.9995,B02512,1,NYC Pride,6/29/2014,1:59:00
63,6/29/2014 2:01:00,40.7495,-73.9954,B02512,2,NYC Pride,6/29/2014,2:01:00
64,6/29/2014 2:03:00,40.762,-73.9718,B02512,2,NYC Pride,6/29/2014,2:03:00
65,6/29/2014 2:03:00,40.7349,-73.9985,B02512,2,NYC Pride,6/29/2014,2:03:00
66,6/29/2014 2:04:00,40.8581,-74.1475,B02512,2,NYC Pride,6/29/2014,2:04:00
67,6/29/2014 2:10:00,40.7485,-73.9925,B02512,2,NYC Pride,6/29/2014,2:10:00
68,6/29/2014 2:11:00,40.7394,-74.0064,B02512,2,NYC Pride,6/29/2014,2:11:00
69,6/29/2014 2:12:00,40.7336,-74.0031,B02512,2,NYC Pride,6/29/2014,2:12:00
70,6/29/2014 2:14:00,40.7404,-74.0056,B02512,2,NYC Pride,6/29/2014,2:14:00
71,6/29/2014 2:20:00,40.7187,-73.9881,B02512,2,NYC Pride,6/29/2014,2:20:00
72,6/29/2014 2:25:00,40.7834,-73.9781,B02512,2,NYC Pride,6/29/2014,2:25:00
73,6/29/2014 2:30:00,40.7401,-74.006,B02512,2,NYC Pride,6/29/2014,2:30:00
74,6/29/2014 2:30:00,40.761,-73.9907,B02512,2,NYC Pride,6/29/2014,2:30:00
75,6/29/2014 2:30:00,40.7443,-73.9891,B02512,2,NYC Pride,6/29/2014,2:30:00
76,6/29/2014 2:36:00,40.7559,-73.969,B02512,2,NYC Pride,6/29/2014,2:36:00
77,6/29/2014 2:37:00,40.7428,-74.004,B02512,2,NYC Pride,6/29/2014,2:37:00
78,6/29/2014 2:40:00,40.7381,-74.0097,B02512,2,NYC Pride,6/29/2014,2:40:00
79,6/29/2014 2:41:00,40.7398,-74.0028,B02512,2,NYC Pride,6/29/2014,2:41:00
80,6/29/2014 2:47:00,40.721,-73.9418,B02512,2,NYC Pride,6/29/2014,2:47:00
81,6/29/2014 2:47:00,40.7398,-74.0062,B02512,2,NYC Pride,6/29/2014,2:47:00
82,6/29/2014 2:50:00,40.718,-73.9596,B02512,2,NYC Pride,6/29/2014,2:50:00
83,6/29/2014 2:50:00,40.7609,-73.9789,B02512,2,NYC Pride,6/29/2014,2:50:00
84,6/29/2014 2:51:00,40.7381,-74.008,B02512,2,NYC Pride,6/29/2014,2:51:00
85,6/29/2014 2:54:00,40.7338,-74.0061,B02512,2,NYC Pride,6/29/2014,2:54:00
86,6/29/2014 2:55:00,40.7441,-74.0068,B02512,2,NYC Pride,6/29/2014,2:55:00
87,6/29/2014 2:57:00,40.7334,-74.0024,B02512,2,NYC Pride,6/29/2014,2:57:00
88,6/29/2014 2:58:00,40.7161,-73.9594,B02512,2,NYC Pride,6/29/2014,2:58:00
89,6/29/2014 2:58:00,40.7407,-74.0077,B02512,2,NYC Pride,6/29/2014,2:58:00
90,6/29/2014 3:02:00,40.7679,-73.9915,B02512,3,NYC Pride,6/29/2014,3:02:00
91,6/29/2014 3:02:00,40.7242,-73.9922,B02512,3,NYC Pride,6/29/2014,3:02:00
92,6/29/2014 3:11:00,40.744,-74.007,B02512,3,NYC Pride,6/29/2014,3:11:00
93,6/29/2014 3:28:00,40.7279,-73.9991,B02512,3,NYC Pride,6/29/2014,3:28:00
94,6/29/2014 3:31:00,40.7401,-74.006,B02512,3,NYC Pride,6/29/2014,3:31:00
95,6/29/2014 3:31:00,40.7224,-73.9576,B02512,3,NYC Pride,6/29/2014,3:31:00
96,6/29/2014 3:32:00,40.744,-74.0067,B02512,3,NYC Pride,6/29/2014,3:32:00
97,6/29/2014 3:35:00,40.746,-74.0055,B02512,3,NYC Pride,6/29/2014,3:35:00
98,6/29/2014 3:44:00,40.7412,-74.0057,B02512,3,NYC Pride,6/29/2014,3:44:00
99,6/29/2014 3:55:00,40.6709,-73.8624,B02512,3,NYC Pride,6/29/2014,3:55:00
100,6/29/2014 4:02:00,40.7598,-73.9968,B02512,4,NYC Pride,6/29/2014,4:02:00
101,6/29/2014 4:04:00,40.7145,-74.0884,B02512,4,NYC Pride,6/29/2014,4:04:00
102,6/29/2014 4:17:00,40.6753,-73.9794,B02512,4,NYC Pride,6/29/2014,4:17:00
103,6/29/2014 4:34:00,40.7324,-74.0632,B02512,4,NYC Pride,6/29/2014,4:34:00
104,6/29/2014 4:39:00,40.7337,-74.164,B02512,4,NYC Pride,6/29/2014,4:39:00
105,6/29/2014 4:53:00,40.688,-74.1815,B02512,4,NYC Pride,6/29/2014,4:53:00
106,6/29/2014 4:59:00,40.7611,-73.9974,B02512,4,NYC Pride,6/29/2014,4:59:00
107,6/29/2014 5:05:00,40.6658,-73.784,B02512,5,NYC Pride,6/29/2014,5:05:00
108,6/29/2014 5:08:00,40.766,-73.9849,B02512,5,NYC Pride,6/29/2014,5:08:00
109,6/29/2014 5:09:00,40.7791,-73.9873,B02512,5,NYC Pride,6/29/2014,5:09:00
110,6/29/2014 5:22:00,40.7755,-73.9855,B02512,5,NYC Pride,6/29/2014,5:22:00
111,6/29/2014 5:28:00,40.7274,-73.9903,B02512,5,NYC Pride,6/29/2014,5:28:00
112,6/29/2014 5:31:00,40.7705,-73.9624,B02512,5,NYC Pride,6/29/2014,5:31:00
113,6/29/2014 5:38:00,40.6416,-73.9322,B02512,5,NYC Pride,6/29/2014,5:38:00
114,6/29/2014 5:49:00,40.7421,-73.9947,B02512,5,NYC Pride,6/29/2014,5:49:00
115,6/29/2014 5:58:00,40.7369,-73.9905,B02512,5,NYC Pride,6/29/2014,5:58:00
116,6/29/2014 5:59:00,40.7737,-73.9581,B02512,5,NYC Pride,6/29/2014,5:59:00
117,6/29/2014 5:59:00,40.7333,-73.9893,B02512,5,NYC Pride,6/29/2014,5:59:00
118,6/29/2014 6:04:00,40.7481,-74.0001,B02512,6,NYC Pride,6/29/2014,6:04:00
119,6/29/2014 6:10:00,40.7514,-73.9939,B02512,6,NYC Pride,6/29/2014,6:10:00
120,6/29/2014 6:12:00,40.7738,-73.9815,B02512,6,NYC Pride,6/29/2014,6:12:00
121,6/29/2014 6:27:00,40.7431,-73.9912,B02512,6,NYC Pride,6/29/2014,6:27:00
122,6/29/2014 6:32:00,40.7774,-73.9898,B02512,6,NYC Pride,6/29/2014,6:32:00
123,6/29/2014 6:37:00,40.6991,-73.9302,B02512,6,NYC Pride,6/29/2014,6:37:00
124,6/29/2014 6:38:00,40.7586,-73.9864,B02512,6,NYC Pride,6/29/2014,6:38:00
125,6/29/2014 6:55:00,40.7512,-73.987,B02512,6,NYC Pride,6/29/2014,6:55:00
126,6/29/2014 7:01:00,40.6952,-74.1788,B02512,7,NYC Pride,6/29/2014,7:01:00
127,6/29/2014 7:07:00,40.7588,-73.9699,B02512,7,NYC Pride,6/29/2014,7:07:00
128,6/29/2014 7:10:00,40.7734,-73.9622,B02512,7,NYC Pride,6/29/2014,7:10:00
129,6/29/2014 7:11:00,40.7323,-73.9966,B02512,7,NYC Pride,6/29/2014,7:11:00
130,6/29/2014 7:14:00,40.7595,-73.9854,B02512,7,NYC Pride,6/29/2014,7:14:00
131,6/29/2014 7:14:00,40.7595,-73.9854,B02512,7,NYC Pride,6/29/2014,7:14:00
132,6/29/2014 7:20:00,40.7295,-74.0071,B02512,7,NYC Pride,6/29/2014,7:20:00
133,6/29/2014 7:22:00,41.0304,-73.773,B02512,7,NYC Pride,6/29/2014,7:22:00
134,6/29/2014 7:23:00,40.7335,-74.0077,B02512,7,NYC Pride,6/29/2014,7:23:00
135,6/29/2014 7:33:00,40.7792,-73.9872,B02512,7,NYC Pride,6/29/2014,7:33:00
136,6/29/2014 7:38:00,40.7521,-73.9934,B02512,7,NYC Pride,6/29/2014,7:38:00
137,6/29/2014 7:40:00,40.7394,-73.9896,B02512,7,NYC Pride,6/29/2014,7:40:00
138,6/29/2014 7:43:00,40.7591,-73.9958,B02512,7,NYC Pride,6/29/2014,7:43:00
139,6/29/2014 7:46:00,40.6689,-73.99,B02512,7,NYC Pride,6/29/2014,7:46:00
140,6/29/2014 7:51:00,40.853,-73.8273,B02512,7,NYC Pride,6/29/2014,7:51:00
141,6/29/2014 7:53:00,40.7748,-73.991,B02512,7,NYC Pride,6/29/2014,7:53:00
142,6/29/2014 7:54:00,40.7348,-73.9988,B02512,7,NYC Pride,6/29/2014,7:54:00
143,6/29/2014 7:57:00,40.7657,-73.9805,B02512,7,NYC Pride,6/29/2014,7:57:00
144,6/29/2014 7:58:00,40.7579,-73.9695,B02512,7,NYC Pride,6/29/2014,7:58:00
145,6/29/2014 8:09:00,40.7613,-73.9741,B02512,8,NYC Pride,6/29/2014,8:09:00
146,6/29/2014 8:17:00,40.7112,-74.0161,B02512,8,NYC Pride,6/29/2014,8:17:00
147,6/29/2014 8:20:00,40.7645,-73.9932,B02512,8,NYC Pride,6/29/2014,8:20:00
148,6/29/2014 8:20:00,40.7645,-73.9932,B02512,8,NYC Pride,6/29/2014,8:20:00
149,6/29/2014 8:29:00,40.7734,-73.9823,B02512,8,NYC Pride,6/29/2014,8:29:00
150,6/29/2014 8:32:00,40.7219,-74.0075,B02512,8,NYC Pride,6/29/2014,8:32:00
151,6/29/2014 8:39:00,40.7863,-73.9695,B02512,8,NYC Pride,6/29/2014,8:39:00
152,6/29/2014 8:42:00,40.7641,-73.9703,B02512,8,NYC Pride,6/29/2014,8:42:00
153,6/29/2014 8:45:00,40.7655,-73.9758,B02512,8,NYC Pride,6/29/2014,8:45:00
154,6/29/2014 8:50:00,40.8289,-73.9386,B02512,8,NYC Pride,6/29/2014,8:50:00
155,6/29/2014 8:50:00,40.7616,-73.9747,B02512,8,NYC Pride,6/29/2014,8:50:00
156,6/29/2014 8:53:00,40.7532,-73.9778,B02512,8,NYC Pride,6/29/2014,8:53:00
157,6/29/2014 8:54:00,40.7749,-73.9632,B02512,8,NYC Pride,6/29/2014,8:54:00
158,6/29/2014 8:59:00,40.7698,-73.9614,B02512,8,NYC Pride,6/29/2014,8:59:00
159,6/29/2014 9:00:00,40.7812,-73.9797,B02512,9,NYC Pride,6/29/2014,9:00:00
160,6/29/2014 9:02:00,40.7935,-73.9657,B02512,9,NYC Pride,6/29/2014,9:02:00
161,6/29/2014 9:08:00,40.7624,-73.9717,B02512,9,NYC Pride,6/29/2014,9:08:00
162,6/29/2014 9:12:00,40.7176,-74.0108,B02512,9,NYC Pride,6/29/2014,9:12:00
163,6/29/2014 9:13:00,40.7286,-73.9877,B02512,9,NYC Pride,6/29/2014,9:13:00
164,6/29/2014 9:14:00,40.7684,-73.9851,B02512,9,NYC Pride,6/29/2014,9:14:00
165,6/29/2014 9:14:00,40.7809,-73.9558,B02512,9,NYC Pride,6/29/2014,9:14:00
166,6/29/2014 9:15:00,40.723,-73.9984,B02512,9,NYC Pride,6/29/2014,9:15:00
167,6/29/2014 9:15:00,40.7285,-73.9926,B02512,9,NYC Pride,6/29/2014,9:15:00
168,6/29/2014 9:17:00,40.7618,-73.966,B02512,9,NYC Pride,6/29/2014,9:17:00
169,6/29/2014 9:19:00,40.8033,-73.9663,B02512,9,NYC Pride,6/29/2014,9:19:00
170,6/29/2014 9:19:00,40.7121,-73.9588,B02512,9,NYC Pride,6/29/2014,9:19:00
171,6/29/2014 9:21:00,40.6855,-73.9673,B02512,9,NYC Pride,6/29/2014,9:21:00
172,6/29/2014 9:22:00,40.7672,-73.9547,B02512,9,NYC Pride,6/29/2014,9:22:00
173,6/29/2014 9:24:00,40.8886,-74.0556,B02512,9,NYC Pride,6/29/2014,9:24:00
174,6/29/2014 9:25:00,40.7469,-73.996,B02512,9,NYC Pride,6/29/2014,9:25:00
175,6/29/2014 9:30:00,40.744,-74.0317,B02512,9,NYC Pride,6/29/2014,9:30:00
176,6/29/2014 9:31:00,40.7516,-73.9764,B02512,9,NYC Pride,6/29/2014,9:31:00
177,6/29/2014 9:31:00,40.7516,-73.9764,B02512,9,NYC Pride,6/29/2014,9:31:00
178,6/29/2014 9:32:00,40.7111,-74.0059,B02512,9,NYC Pride,6/29/2014,9:32:00
179,6/29/2014 9:35:00,40.7416,-73.9561,B02512,9,NYC Pride,6/29/2014,9:35:00
180,6/29/2014 9:40:00,40.7695,-73.9559,B02512,9,NYC Pride,6/29/2014,9:40:00
181,6/29/2014 9:40:00,40.7693,-73.9557,B02512,9,NYC Pride,6/29/2014,9:40:00
182,6/29/2014 9:44:00,40.7856,-73.9801,B02512,9,NYC Pride,6/29/2014,9:44:00
183,6/29/2014 9:44:00,40.711,-74.0056,B02512,9,NYC Pride,6/29/2014,9:44:00
184,6/29/2014 9:45:00,40.7141,-74.0095,B02512,9,NYC Pride,6/29/2014,9:45:00
185,6/29/2014 9:45:00,40.754,-73.9843,B02512,9,NYC Pride,6/29/2014,9:45:00
186,6/29/2014 9:45:00,40.7307,-73.9909,B02512,9,NYC Pride,6/29/2014,9:45:00
187,6/29/2014 9:49:00,40.7523,-73.9773,B02512,9,NYC Pride,6/29/2014,9:49:00
188,6/29/2014 9:50:00,40.7913,-73.9736,B02512,9,NYC Pride,6/29/2014,9:50:00
189,6/29/2014 9:52:00,40.7581,-73.9761,B02512,9,NYC Pride,6/29/2014,9:52:00
190,6/29/2014 9:52:00,40.7581,-73.9761,B02512,9,NYC Pride,6/29/2014,9:52:00
191,6/29/2014 9:52:00,40.7052,-74.0103,B02512,9,NYC Pride,6/29/2014,9:52:00
192,6/29/2014 9:53:00,40.7668,-73.9574,B02512,9,NYC Pride,6/29/2014,9:53:00
193,6/29/2014 9:53:00,40.7231,-73.9975,B02512,9,NYC Pride,6/29/2014,9:53:00
194,6/29/2014 9:57:00,40.7796,-73.9527,B02512,9,NYC Pride,6/29/2014,9:57:00
195,6/29/2014 10:01:00,40.7496,-73.9777,B02512,10,NYC Pride,6/29/2014,10:01:00
196,6/29/2014 10:07:00,40.7557,-73.9723,B02512,10,NYC Pride,6/29/2014,10:07:00
197,6/29/2014 10:10:00,40.7608,-73.9991,B02512,10,NYC Pride,6/29/2014,10:10:00
198,6/29/2014 10:10:00,40.7422,-74.004,B02512,10,NYC Pride,6/29/2014,10:10:00
199,6/29/2014 10:11:00,40.7503,-73.9739,B02512,10,NYC Pride,6/29/2014,10:11:00
200,6/29/2014 10:11:00,40.7503,-73.9739,B02512,10,NYC Pride,6/29/2014,10:11:00
201,6/29/2014 10:12:00,40.769,-73.9812,B02512,10,NYC Pride,6/29/2014,10:12:00
202,6/29/2014 10:12:00,40.6777,-73.96,B02512,10,NYC Pride,6/29/2014,10:12:00
203,6/29/2014 10:16:00,40.6461,-73.7908,B02512,10,NYC Pride,6/29/2014,10:16:00
204,6/29/2014 10:16:00,40.7491,-73.9155,B02512,10,NYC Pride,6/29/2014,10:16:00
205,6/29/2014 10:17:00,40.7216,-73.9876,B02512,10,NYC Pride,6/29/2014,10:17:00
206,6/29/2014 10:22:00,40.7747,-73.991,B02512,10,NYC Pride,6/29/2014,10:22:00
207,6/29/2014 10:26:00,40.8864,-74.0551,B02512,10,NYC Pride,6/29/2014,10:26:00
208,6/29/2014 10:27:00,40.7086,-73.9005,B02512,10,NYC Pride,6/29/2014,10:27:00
209,6/29/2014 10:29:00,40.8393,-73.9409,B02512,10,NYC Pride,6/29/2014,10:29:00
210,6/29/2014 10:30:00,40.7559,-73.9821,B02512,10,NYC Pride,6/29/2014,10:30:00
211,6/29/2014 10:30:00,40.7507,-73.99,B02512,10,NYC Pride,6/29/2014,10:30:00
212,6/29/2014 10:30:00,40.7507,-73.99,B02512,10,NYC Pride,6/29/2014,10:30:00
213,6/29/2014 10:31:00,40.7219,-73.9935,B02512,10,NYC Pride,6/29/2014,10:31:00
214,6/29/2014 10:35:00,40.7589,-73.9751,B02512,10,NYC Pride,6/29/2014,10:35:00
215,6/29/2014 10:36:00,40.7279,-73.996,B02512,10,NYC Pride,6/29/2014,10:36:00
216,6/29/2014 10:36:00,40.7269,-74.0036,B02512,10,NYC Pride,6/29/2014,10:36:00
217,6/29/2014 10:37:00,41.0328,-73.7676,B02512,10,NYC Pride,6/29/2014,10:37:00
218,6/29/2014 10:40:00,40.6617,-73.7538,B02512,10,NYC Pride,6/29/2014,10:40:00
219,6/29/2014 10:42:00,40.7452,-73.9944,B02512,10,NYC Pride,6/29/2014,10:42:00
220,6/29/2014 10:45:00,40.758,-73.9818,B02512,10,NYC Pride,6/29/2014,10:45:00
221,6/29/2014 10:45:00,40.758,-73.9818,B02512,10,NYC Pride,6/29/2014,10:45:00
222,6/29/2014 10:47:00,40.7271,-74.0001,B02512,10,NYC Pride,6/29/2014,10:47:00
223,6/29/2014 10:47:00,40.6702,-73.9915,B02512,10,NYC Pride,6/29/2014,10:47:00
224,6/29/2014 10:52:00,40.7769,-73.9488,B02512,10,NYC Pride,6/29/2014,10:52:00
225,6/29/2014 10:55:00,40.7683,-73.9821,B02512,10,NYC Pride,6/29/2014,10:55:00
226,6/29/2014 10:56:00,40.7711,-73.8662,B02512,10,NYC Pride,6/29/2014,10:56:00
227,6/29/2014 10:56:00,40.692,-73.9846,B02512,10,NYC Pride,6/29/2014,10:56:00
228,6/29/2014 10:58:00,40.7209,-74.005,B02512,10,NYC Pride,6/29/2014,10:58:00
229,6/29/2014 10:58:00,40.7178,-73.2406,B02512,10,NYC Pride,6/29/2014,10:58:00
230,6/29/2014 10:59:00,40.6956,-74.1785,B02512,10,NYC Pride,6/29/2014,10:59:00
231,6/29/2014 11:00:00,40.7706,-73.9571,B02512,11,NYC Pride,6/29/2014,11:00:00
232,6/29/2014 11:03:00,40.7385,-73.9855,B02512,11,NYC Pride,6/29/2014,11:03:00
233,6/29/2014 11:08:00,40.7769,-73.9776,B02512,11,NYC Pride,6/29/2014,11:08:00
234,6/29/2014 11:09:00,40.7569,-73.9732,B02512,11,NYC Pride,6/29/2014,11:09:00
235,6/29/2014 11:09:00,40.7569,-73.9732,B02512,11,NYC Pride,6/29/2014,11:09:00
236,6/29/2014 11:10:00,40.774,-73.8724,B02512,11,NYC Pride,6/29/2014,11:10:00
237,6/29/2014 11:14:00,40.7821,-73.9479,B02512,11,NYC Pride,6/29/2014,11:14:00
238,6/29/2014 11:14:00,40.6851,-73.9703,B02512,11,NYC Pride,6/29/2014,11:14:00
239,6/29/2014 11:17:00,40.7714,-73.9624,B02512,11,NYC Pride,6/29/2014,11:17:00
240,6/29/2014 11:18:00,40.7667,-73.9692,B02512,11,NYC Pride,6/29/2014,11:18:00
241,6/29/2014 11:23:00,40.6728,-73.9544,B02512,11,NYC Pride,6/29/2014,11:23:00
242,6/29/2014 11:24:00,40.7694,-73.9675,B02512,11,NYC Pride,6/29/2014,11:24:00
243,6/29/2014 11:25:00,40.731,-74.0075,B02512,11,NYC Pride,6/29/2014,11:25:00
244,6/29/2014 11:26:00,40.7679,-73.9916,B02512,11,NYC Pride,6/29/2014,11:26:00
245,6/29/2014 11:29:00,40.752,-74.0022,B02512,11,NYC Pride,6/29/2014,11:29:00
246,6/29/2014 11:30:00,40.7832,-73.9188,B02512,11,NYC Pride,6/29/2014,11:30:00
247,6/29/2014 11:31:00,40.7607,-74.0025,B02512,11,NYC Pride,6/29/2014,11:31:00
248,6/29/2014 11:31:00,40.6897,-73.9859,B02512,11,NYC Pride,6/29/2014,11:31:00
249,6/29/2014 11:33:00,40.7742,-73.9631,B02512,11,NYC Pride,6/29/2014,11:33:00
250,6/29/2014 11:33:00,40.8141,-74.0003,B02512,11,NYC Pride,6/29/2014,11:33:00
251,6/29/2014 11:37:00,40.73,-73.9923,B02512,11,NYC Pride,6/29/2014,11:37:00
252,6/29/2014 11:38:00,40.7269,-73.9829,B02512,11,NYC Pride,6/29/2014,11:38:00
253,6/29/2014 11:39:00,40.7112,-73.9484,B02512,11,NYC Pride,6/29/2014,11:39:00
254,6/29/2014 11:42:00,40.7398,-73.9894,B02512,11,NYC Pride,6/29/2014,11:42:00
255,6/29/2014 11:44:00,40.7922,-73.9659,B02512,11,NYC Pride,6/29/2014,11:44:00
256,6/29/2014 11:46:00,40.6451,-73.782,B02512,11,NYC Pride,6/29/2014,11:46:00
257,6/29/2014 11:46:00,40.7518,-73.9918,B02512,11,NYC Pride,6/29/2014,11:46:00
258,6/29/2014 11:47:00,40.7224,-73.9918,B02512,11,NYC Pride,6/29/2014,11:47:00
259,6/29/2014 11:48:00,40.7111,-73.9657,B02512,11,NYC Pride,6/29/2014,11:48:00
260,6/29/2014 11:50:00,40.7096,-74.015,B02512,11,NYC Pride,6/29/2014,11:50:00
261,6/29/2014 11:50:00,40.7421,-74.0039,B02512,11,NYC Pride,6/29/2014,11:50:00
262,6/29/2014 11:53:00,40.7465,-73.9173,B02512,11,NYC Pride,6/29/2014,11:53:00
263,6/29/2014 11:55:00,40.7298,-73.9915,B02512,11,NYC Pride,6/29/2014,11:55:00
264,6/29/2014 11:55:00,40.7433,-73.9744,B02512,11,NYC Pride,6/29/2014,11:55:00
265,6/29/2014 12:00:00,40.7448,-73.9914,B02512,12,NYC Pride,6/29/2014,12:00:00
266,6/29/2014 12:00:00,40.7868,-73.9756,B02512,12,NYC Pride,6/29/2014,12:00:00
267,6/29/2014 12:07:00,40.7187,-74.0025,B02512,12,NYC Pride,6/29/2014,12:07:00
268,6/29/2014 12:11:00,40.6932,-73.9986,B02512,12,NYC Pride,6/29/2014,12:11:00
